Text,Label
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason! Please come fast!,assault
Res: Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
Res: May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building! Please come fast!,assault
sila punched me sa rally!,assault
"Res: Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Res: Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Res: Help, may isang tao hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
They slapped me for no reason!,assault
Res: Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building! Please come fast!,assault
Res: They punched me sa rally!,assault
"Help, may isang tao hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally! Please come fast!,assault
"Help, may isang tao hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally!,assault
"Help, may isang tao hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason! Please come fast!,assault
Res: Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin!,assault
Res: Sinaksak ako outside building! Please come fast!,assault
They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
Res: sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, someone hit me with a stick! Please come fast!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
Res: sila slapped me for no reason! Please come fast!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin!,assault
Res: Sinaksak ako outside building!,assault
Res: sila punched me sa rally! Please come fast!,assault
"Res: Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason! Please come fast!,assault
Res: Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building!,assault
They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, may isang tao hit me with a stick! Please come fast!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: sila punched me sa rally!,assault
"Help, may isang tao hit me with a stick! Please come fast!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Res: Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Res: Sinaksak ako outside building!,assault
sila punched me sa rally! Please come fast!,assault
"Help, may isang tao hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
Res: May sumapak sa akin sa kalsada! Please come fast!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building! Please come fast!,assault
They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
Res: May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally!,assault
May lalaking umatake sa akin habang pauwi ako!,assault
They tried to choke me sa loob ng jeep!,assault
Sinampal ako ng stranger sa kanto!,assault
I was stabbed twice in the arm!,assault
Res: Someone punched me sa mukha habang naglalakad!,assault
Hinila ako at tinadyakan sa likod!,assault
They kicked me hard sa tiyan!,assault
Res: Nabugbog ako ng grupo sa basketball court!,assault
Someone tried to hit me with a bottle!,assault
May babaeng sumuntok sa akin sa palengke!,assault
Res: I was pushed hard pababa sa hagdan!,assault
Binaril ako sa balikat!,assault
May tumadyak sa ulo ko!,assault
Res: They attacked me with a broken chair!,assault
Someone slapped me across the face!,assault
May sumuntok sa tiyan ko habang nasa bus ako!,assault
I was punched multiple times sa braso!,assault
Hinampas ako ng kahoy sa likod!,assault
Res: Someone hit me with a stone!,assault
They stabbed me sa likod ng bahay!,assault
Tinulak ako at muntik na mahulog sa kanal!,assault
I was assaulted habang nag-aantay ng tricycle!,assault
May sumugod sa akin na may hawak na kutsilyo!,assault
Res: Someone tried to punch me sa office!,assault
Binugbog ako ng dalawang lalaki!,assault
They pushed me against the wall!,assault
Hinampas ako ng walis tambo sa ulo!,assault
Res: Someone hit me with a metal pipe!,assault
Nadaplisan ako ng bala sa binti!,assault
May sumipa sa likod ko habang tumatakbo!,assault
Someone grabbed my hair and slapped me!,assault
Res: May nanuntok sa akin sa waiting shed!,assault
Hinampas ako sa mukha gamit ang helmet!,assault
They tried to choke me habang natutulog!,assault
Res: Someone kicked me down sa hagdan!,assault
May sumuntok sa panga ko!,assault
I was attacked by a stranger sa plaza!,assault
Hinampas ako ng bote sa ulo!,assault
Res: Someone punched me sa bibig!,assault
Binaril ako sa hita!,assault
May sumugod na may hawak na baseball bat!,assault
Someone tried to hit me with a hammer!,assault
Res: I was punched and kicked sa labas ng mall!,assault
Tinadyakan ako sa tiyan!,assault
They hit me in the face for no reason!,assault
May sumampal sa akin sa jeep!,assault
Res: I was shoved into a wall!,assault
They stabbed me sa leeg!,assault
Hinampas ako ng bakal sa braso!,assault
Res: Someone punched me habang bumibili ng pagkain!,assault
They hit me with a chair!,assault
May sumuntok sa batok ko!,assault
I was slapped by a stranger!,assault
Res: Someone kicked me sa likod!,assault
Tinadyakan ako sa dibdib!,assault
They hit me with a stick sa ulo!,assault
May bumugbog sa akin sa loob ng eskinita!,assault
Res: Someone stabbed me sa tiyan!,assault
Binaril ako sa paa!,assault
May sumugod na may dalang bat!,assault
They punched me sa kilay!,assault
Res: Someone slapped me sa pisngi!,assault
Hinila ako at binugbog sa gilid ng kalsada!,assault
They kicked me sa mukha!,assault
May nanaksak sa akin sa palengke!,assault
Res: Someone threw a rock at me!,assault
They hit me with a belt!,assault
May sumugod sa akin habang nakapila!,assault
Res: Someone attacked me sa CR!,assault
They slapped me hard sa tenga!,assault
May sumuntok sa bibig ko!,assault
Res: Someone kicked me sa tadyang!,assault
Binaril ako sa braso!,assault
They pushed me sa kanal!,assault
May nanaksak sa kalsada!,assault
Res: Someone hit me sa balikat!,assault
They punched me sa ulo!,assault
May sumampal sa akin sa tricycle terminal!,assault
Res: I was beaten up sa parking lot!,assault
They kicked me sa tuhod!,assault
May sumugod na may hawak na palakol!,assault
Res: Someone hit me sa likod!,assault
They slapped me sa pisngi!,assault
May nanaksak sa bahay ko!,assault
Res: Someone punched me sa ilong!,assault
They attacked me with a stick!,assault
May bumugbog sa akin sa gilid ng kanto!,assault
Res: Someone kicked me sa likod!,assault
They stabbed me sa tagiliran!,assault
May sumampal sa akin habang naglalakad!,assault
Res: Someone punched me sa tiyan!,assault
They hit me sa batok!,assault
May nanaksak sa harap ng tindahan!,assault
Res: Someone slapped me sa leeg!,assault
They kicked me sa dibdib!,assault
May sumugod sa akin habang nakaupo!,assault
Res: Someone hit me sa ulo!,assault
They stabbed me sa paa!,assault
May bumugbog sa akin sa eskinita!,assault
Res: Someone kicked me sa panga!,assault
They slapped me sa mata!,assault
May nanaksak sa likod ng simbahan!,assault
Res: Someone punched me sa baba!,assault
They hit me sa balikat!,assault
May sumampal sa akin sa jeepney!,assault
Res: Someone kicked me sa binti!,assault
They stabbed me sa dibdib!,assault
May bumugbog sa akin habang kumakain!,assault
Res: Someone slapped me sa pisngi!,assault
They punched me sa kilikili!,assault
May sumugod na may dalang patalim!,assault
Res: Someone hit me sa likod!,assault
They kicked me sa puwet!,assault
May nanaksak sa palengke!,assault
Res: Someone punched me sa panga!,assault
They attacked me sa hagdan!,assault
May bumugbog sa akin sa tapat ng barangay hall!,assault
Res: Someone kicked me sa ulo!,assault
They slapped me sa balikat!,assault
May nanaksak sa loob ng bahay!,assault
Res: Someone punched me sa tiyan!,assault
They hit me sa likod ng ulo!,assault
May sumampal sa akin sa waiting shed!,assault
Res: Someone kicked me sa binti!,assault
They stabbed me sa braso!,assault
May bumugbog sa akin sa palengke!,assault
Res: Someone slapped me sa pisngi!,assault
They punched me sa panga!,assault
May sumugod sa akin habang natutulog!,assault
Res: Someone hit me sa dibdib!,assault
They kicked me sa baywang!,assault
May nanaksak sa tapat ng eskwelahan!,assault
Res: Someone punched me sa balikat!,assault
They hit me sa leeg!,assault
May bumugbog sa akin habang naglalakad!,assault
Res: Someone slapped me sa ulo!,assault
They stabbed me sa tiyan!,assault
May sumampal sa akin sa jeep!,assault
Res: Someone kicked me sa dibdib!,assault
They punched me sa mata!,assault
May nanaksak sa kalsada!,assault
Res: Someone hit me sa tadyang!,assault
They kicked me sa mukha!,assault
May bumugbog sa akin sa gilid ng kalsada!,assault
Res: Someone slapped me sa bibig!,assault
They stabbed me sa balikat!,assault
May sumampal sa akin sa palengke!,assault
Res: Someone punched me sa ilong!,assault
They hit me sa tiyan!,assault
May nanaksak sa plaza!,assault
Res: Someone kicked me sa leeg!,assault
They slapped me sa ulo!,assault
May bumugbog sa akin sa barangay hall!,assault
Res: Someone punched me sa tadyang!,assault
They stabbed me sa kamay!,assault
May sumugod sa akin habang nag-aabang ng jeep!,assault
Res: Someone kicked me sa tiyan!,assault
They hit me sa balikat!,assault
May sumampal sa akin sa labas ng tindahan!,assault
Res: Someone punched me sa panga!,assault
They slapped me sa mata!,assault
May bumugbog sa akin sa waiting shed!,assault
Res: Someone kicked me sa mukha!,assault
They stabbed me sa likod!,assault
May nanaksak sa gilid ng eskinita!,assault
Res: Someone punched me sa ilong!,assault
They hit me sa batok!,assault
May sumampal sa akin sa kanto!,assault
Res: Someone kicked me sa tiyan!,assault
They slapped me sa tenga!,assault
May bumugbog sa akin sa terminal!,assault
Res: Someone punched me sa dibdib!,assault
They stabbed me sa leeg!,assault
May sumugod sa akin habang naglalakad!,assault
Res: Someone kicked me sa binti!,assault
They hit me sa ulo!,assault
May nanaksak sa tapat ng simbahan!,assault
Res: Someone punched me sa mata!,assault
They slapped me sa pisngi!,assault
May bumugbog sa akin sa labas ng mall!,assault
Res: Someone kicked me sa balikat!,assault
They stabbed me sa tiyan!,assault
May sumampal sa akin sa jeep!,assault
Res: Someone punched me sa leeg!,assault
They hit me sa panga!,assault
May nanaksak sa gilid ng kalsada!,assault
Res: Someone kicked me sa likod!,assault
They slapped me sa mata!,assault
May bumugbog sa akin sa plaza!,assault
Res: Someone punched me sa dibdib!,assault
They stabbed me sa braso!,assault
May sumampal sa akin sa palengke!,assault
Res: Someone hit me sa leeg!,assault
They kicked me sa tiyan!,assault
May nanaksak sa harap ng bahay!,assault
Res: Someone punched me sa batok!,assault
They slapped me sa panga!,assault
May bumugbog sa akin sa eskinita!,assault
Res: Someone kicked me sa bibig!,assault
They stabbed me sa kamay!,assault
May sumampal sa akin sa jeepney!,assault
Res: Someone hit me sa balikat!,assault
They punched me sa kilay!,assault
May nanaksak sa tapat ng barangay!,assault
Res: Someone kicked me sa tiyan!,assault
They slapped me sa mata!,assault
May bumugbog sa akin habang naglalakad!,assault
Res: Someone punched me sa leeg!,assault
They stabbed me sa dibdib!,assault
May sumampal sa akin sa kalsada!,assault
Res: Someone hit me sa braso!,assault
They kicked me sa mukha!,assault
May nanaksak sa palengke!,assault
Res: Someone punched me sa mata!,assault
They slapped me sa tenga!,assault
May bumugbog sa akin sa gilid ng bahay!,assault
Res: Someone kicked me sa tiyan!,assault
They stabbed me sa tagiliran!,assault
May sumampal sa akin sa jeep!,assault
Res: Someone punched me sa bibig!,assault
They hit me sa batok!,assault
May nanaksak sa plaza!,assault
Res: Someone kicked me sa leeg!,assault
They slapped me sa panga!,assault
May bumugbog sa akin sa tapat ng simbahan!,assault
Res: Someone punched me sa tadyang!,assault
They stabbed me sa kamay!,assault
May sumampal sa akin sa waiting shed!,assault
Res: Someone hit me sa dibdib!,assault
They kicked me sa balikat!,assault
May nanaksak sa harap ng tindahan!,assault
Res: Someone punched me sa ilong!,assault
They slapped me sa pisngi!,assault
May bumugbog sa akin sa kalsada!,assault
"Help --- I --- Stab --- Me","assault"
"Please --- send --- police --- now","assault"
"May --- tao --- na --- humahabol --- sakin","assault"
"Ahh --- they --- have --- knife","assault"
"Saklolo --- may --- nananaksak --- sa --- harap --- bahay","assault"
"/// Help /// bleeding /// fast","assault"
"Humahabol --- sakin --- may --- hawak --- na --- patalim","assault"
"Please --- hurry --- someone --- attacking --- me","assault"
"Tinaga --- ako --- sa --- braso","assault"
"Ayoko --- mamatay --- tulong --- police","assault"
"Help --- guy --- hit --- me --- bat","assault"
"May --- lalake --- sa --- kanto --- nagwawala","assault"
"/// police /// asap /// stabbed","assault"
"Nasaksak --- ako --- tulong --- sa --- EDSA","assault"
"Girl --- screaming --- alley --- help","assault"
"May --- humabol --- sa --- akin --- sa --- eskinita","assault"
"Blood --- everywhere --- please --- hurry","assault"
"Humihingi --- ako --- ng --- tulong --- nasaktan --- ako","assault"
"Help --- he --- try --- kill --- me","assault"
"May --- naka --- follow --- sakin --- hawak --- kutsilyo","assault"
"/// send --- backup --- now","assault"
"Please --- may --- man --- with --- knife --- here","assault"
"Tinamaan --- ako --- sa --- ulo --- ng --- bote","assault"
"/// girl --- screaming --- near --- store","assault"
"May --- sumaksak --- sa --- kaibigan --- ko","assault"
"Help --- bleeding --- lot --- can't --- breathe","assault"
"Sinaksak --- ako --- ng --- di --- ko --- kilala","assault"
"--- police --- now --- ayaw --- huminto --- attacker","assault"
"Help --- they --- hit --- me --- pipe","assault"
"Saklolo --- may --- away --- dito --- barangay","assault"
"Please --- hurry --- humahabol --- sakin --- may --- knife","assault"
"/// need --- ambulance --- fast","assault"
"May --- suntukan --- sa --- harap --- tindahan","assault"
"Help --- he --- has --- machete --- oh --- god","assault"
"Nasaktan --- ako --- may --- nagbato --- sakin --- ng --- bato","assault"
"/// injured --- bleeding --- road","assault"
"May --- nagwawala --- sa --- kanto --- basag --- bote","assault"
"Help --- he's --- punching --- me --- street","assault"
"--- sinuntok --- ako --- tulungan --- nyo --- ako","assault"
"Please --- save --- me --- may --- nanghahabol","assault"
"/// may --- nagwawala --- sa --- jeep --- tulong","assault"
"Help --- guy --- choke --- me","assault"
"May --- babaeng --- hinahampas --- ng --- lalaki","assault"
"Ahh --- sakit --- ulo --- sinuntok --- ako","assault"
"Help --- may --- nakatutok --- sa --- akin --- na --- patalim","assault"
"/// please --- hurry --- bleeding","assault"
"Sinaksak --- ako --- sa --- tiyan --- tulungan --- ako","assault"
"May --- lalake --- na --- sumugod --- sa --- bahay --- ko","assault"
"Help --- my --- friend --- stabbed","assault"
"--- police --- quick --- attacker --- running --- away","assault"
"May --- sumugod --- sa --- tindahan --- may --- dalang --- itak","assault"
"Help --- they --- jump --- me --- outside","assault"
"Saklolo --- may --- nagsuntukan --- sa --- daan","assault"
"Please --- hurry --- he's --- hurting --- me","assault"
"--- hinampas --- ako --- ng --- kahoy","assault"
"Help --- blood --- floor --- pls","assault"
"May --- humabol --- sakin --- lasing --- hawak --- bote","assault"
"/// gunshot --- heard --- pls --- help","assault"
"Help --- they --- push --- me --- stairs","assault"
"--- sumipa --- sakin --- hindi --- ako --- makatayo","assault"
"Please --- send --- police --- ngayon --- din","assault"
"May --- baril --- sa --- kamay --- niya --- tulungan --- nyo --- ako","assault"
"Help --- im --- bleeding --- hard","assault"
"Sinuntok --- ako --- ng --- tatlong --- beses","assault"
"/// may --- nangbubugbog --- sa --- plaza","assault"
"Help --- he --- got --- knife --- chasing --- me","assault"
"May --- sigawan --- sa --- kanto --- may --- away","assault"
"Ahhh --- help --- cant --- move","assault"
"Please --- may --- sugatang --- tao --- dito","assault"
"Help --- guy --- smash --- my --- head","assault"
"--- police --- tulong --- asap --- now","assault"
"May --- lalaking --- may --- icepick --- sa --- palengke","assault"
"Help --- they --- drag --- me --- alley","assault"
"Nasaksak --- ako --- sa --- likod","assault"
"/// bleeding --- breathing --- hard","assault"
"Help --- big --- guy --- punching --- people","assault"
"May --- sugatan --- sa --- daan --- tulungan --- nyo","assault"
"Please --- hurry --- before --- he --- kill --- me","assault"
"Help --- guy --- choking --- my --- friend","assault"
"--- tinaga --- ako --- sa --- paa","assault"
"/// attacker --- here --- near --- school","assault"
"Help --- knife --- on --- my --- neck","assault"
"May --- lalaking --- may --- patalim --- sa --- jeep","assault"
"Help --- oh --- god --- blood --- everywhere","assault"
"Saklolo --- nasugatan --- ako --- may --- nanaksak","assault"
"Please --- help --- asap --- police --- pls","assault"
"Help --- screaming --- girl --- corner","assault"
"--- police --- police --- pls --- hurry","assault"
"May --- lalake --- humahabol --- sakin --- sa --- park","assault"
"Help --- my --- head --- bleeding --- bad","assault"
"Nasugatan --- ako --- di --- makahinga","assault"
"/// fight --- happening --- near --- house","assault"
"Help --- attacker --- near --- school --- yard","assault"
"May --- lalake --- may --- palakol --- dito","assault"
"Help --- oh --- god --- stabbing --- ongoing","assault"
"Saklolo --- tulungan --- nyo --- ako --- nasaktan --- ako","assault"
"Please --- ambulance --- police --- here","assault"
"Help --- heavy --- bleeding --- leg","assault"
"--- may --- nagwawala --- sa --- bus","assault"
"Help --- my --- brother --- attacked --- man","assault"
"May --- lasing --- na --- nanakit --- ng --- tao","assault"
"Help --- in --- pain --- police","assault"
"/// injured --- leg --- bleeding --- a lot","assault"
"Help --- fight --- barangay --- hall","assault"
"May --- sugatan --- sa --- gilid --- ng --- kalsada","assault"
"Help --- attacker --- running --- after --- me","assault"
"--- pinukpok --- ako --- ng --- bato","assault"
"Please --- send --- help --- bleeding --- badly","assault"
"Help --- screaming --- people --- plaza","assault"
"May --- babaeng --- sinaktan --- sa --- kalsada","assault"
"Help --- cannot --- breathe --- stabbed","assault"
"Nasaksak --- yung --- kaibigan --- ko","assault"
"/// police --- police --- emergency","assault"
"Help --- knife --- attack --- ongoing","assault"
"May --- lalaking --- may --- baril --- dito","assault"
"Help --- oh --- no --- im --- hit","assault"
"Saklolo --- sugatan --- ako --- please --- hurry","assault"
"Please --- tulungan --- nyo --- ako --- may --- nagwawala","assault"
"Help --- oh --- god --- pls --- fast","assault"
"May --- dumugo --- ulo --- ko --- after --- attack","assault"
"Help --- they're --- beating --- me --- hard","assault"
"Nasuntok --- ako --- sa --- mukha --- tulong","assault"
"/// may --- riot --- sa --- plaza","assault"
"Help --- i --- need --- police --- now","assault"
"May --- hinabol --- sakin --- sa --- eskinita --- may --- patalim","assault"
"Help --- my --- hand --- cut --- deep","assault"
"Tinamaan --- ako --- ng --- bote --- sa --- ulo","assault"
"Help --- suspect --- outside --- my --- house","assault"
"May --- baril --- hawak --- niya --- tulungan --- nyo --- ako","assault"
"Help --- bleeding --- cant --- stop","assault"
"Nasaktan --- ako --- may --- gumulong --- sakin","assault"
"/// fight --- outside --- store","assault"
"Help --- girl --- attacked --- behind --- mall","assault"
"May --- bata --- na --- sinaktan --- sa --- kalye","assault"
"Help --- guy --- smash --- bottle --- me","assault"
"--- tinaga --- ako --- ng --- itak","assault"
"Please --- hurry --- im --- in --- danger","assault"
"Help --- oh --- my --- god --- blood","assault"
"May --- lalake --- na --- bumunot --- ng --- baril","assault"
