Text,Label
"Baha na sa kalsada, hindi makalabas!",others
Res: Somebody fainted outside chapel!,others
Res: May nawawalang bata sa campus!,others
I can hear gunshots nearby! Please come fast!,others
Res: Nasira ang tricycle at natabunan kami ng lupa!,others
Nakakuha ng poison bar lang ang courier!,others
"Overcrowded po ang hallway, sakit na dami!",others
Res: May sunog sa building ng dorm! Please come fast!,others
Res: Car accident sa harap ng gate! Please come fast!,others
"Baha na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel! Please come fast!,others
Res: May nawawalang bata sa campus!,others
I can hear gunshots nearby!,others
Nasira ang tricycle at natabunan kami ng lupa! Please come fast!,others
Nakakuha ng poison bar lang ang courier!,others
"Overcrowded po ang hallway, sakit na dami! Please come fast!",others
Res: May sunog sa building ng dorm!,others
Car accident sa harap ng gate! Please come fast!,others
"Res: Baha na sa kalsada, hindi makalabas! Please come fast!",others
Somebody fainted outside chapel!,others
May nawawalang bata sa campus!,others
Res: I can hear gunshots nearby! Please come fast!,others
Nasira ang tricycle at natabunan kami ng lupa!,others
Res: Nakakuha ng poison bar lang ang courier!,others
"Overcrowded po ang hallway, sakit na dami!",others
May sunog sa building ng dorm!,others
Car accident sa harap ng gate!,others
"Baha na sa kalsada, hindi makalabas!",others
Res: Somebody fainted outside chapel!,others
May nawawalang bata sa campus! Please come fast!,others
I can hear gunshots nearby!,others
Res: Nasira ang tricycle at natabunan kami ng lupa!,others
Nakakuha ng poison bar lang ang courier!,others
"Overcrowded po ang hallway, sakit na dami!",others
May sunog sa building ng dorm! Please come fast!,others
Res: Car accident sa harap ng gate!,others
"Baha na sa kalsada, hindi makalabas! Please come fast!",others
Res: Somebody fainted outside chapel! Please come fast!,others
May nawawalang bata sa campus!,others
I can hear gunshots nearby! Please come fast!,others
Nasira ang tricycle at natabunan kami ng lupa!,others
Res: Nakakuha ng poison bar lang ang courier!,others
"Res: Overcrowded po ang hallway, sakit na dami!",others
Res: May sunog sa building ng dorm!,others
Car accident sa harap ng gate!,others
"Baha na sa kalsada, hindi makalabas! Please come fast!",others
Somebody fainted outside chapel! Please come fast!,others
May nawawalang bata sa campus!,others
I can hear gunshots nearby!,others
Res: Nasira ang tricycle at natabunan kami ng lupa!,others
Nakakuha ng poison bar lang ang courier!,others
"Res: Overcrowded po ang hallway, sakit na dami!",others
May sunog sa building ng dorm!,others
Res: Car accident sa harap ng gate!,others
"Res: Baha na sa kalsada, hindi makalabas! Please come fast!",others
Somebody fainted outside chapel!,others
Res: May sunog sa building ng dorm!,others
Res: sasakyan aksidente sa harap ng gate!,others
"Baha na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel! Please respond now!,others
May nawawalang bata sa campus!,others
Res: I can hear gunshots nearby!,others
Nasira ang trike at natabunan kami ng lupa! Please respond now!,others
May nahimatay sa hallway!,others
"Overcrowded po ang hallway, hindi makahinga! Please respond now!",others
Malakas ang lindol kanina sa school! Please respond now!,others
mayroong fire sa building ng dorm!,others
sasakyan aksidente sa harap ng gate!,others
"flood na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel!,others
mayroong nawawalang bata sa campus!,others
I can hear gunshots nearby!,others
Res: Nasira ang tricycle at natabunan kami ng lupa!,others
Res: mayroong nahimatay sa hallway!,others
"Overcrowded po ang hallway, hindi makahinga! Please respond now!",others
Res: Malakas ang lindol kanina sa school! Please respond now!,others
May sunog sa building ng dorm!,others
Car accident sa harap ng gate! Please respond now!,others
"Baha na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel!,others
mayroong nawawalang bata sa campus! Please respond now!,others
I can hear gunshots nearby!,others
Nasira ang tricycle at natabunan kami ng lupa! Please respond now!,others
Res: mayroong nahimatay sa hallway! Please respond now!,others
"Overcrowded po ang hallway, hindi makahinga!",others
Res: Malakas ang lindol kanina sa school!,others
May sunog sa building ng dorm! Please respond now!,others
Car accident sa harap ng gate!,others
"Res: flood na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel! Please respond now!,others
mayroong nawawalang bata sa campus! Please respond now!,others
I can hear gunshots nearby! Please respond now!,others
Nasira ang tricycle at natabunan kami ng lupa! Please respond now!,others
mayroong nahimatay sa hallway!,others
"Overcrowded po ang hallway, hindi makahinga! Please respond now!",others
Malakas ang lindol kanina sa school! Please respond now!,others
mayroong fire sa building ng dorm!,others
Car accident sa harap ng gate!,others
"Res: flood na sa kalsada, hindi makalabas!",others
Res: Somebody fainted outside chapel!,others
May nawawalang bata sa campus!,others
I can hear gunshots nearby!,others
Nasira ang tricycle at natabunan kami ng lupa! Please respond now!,others
May nahimatay sa hallway!,others
"Overcrowded po ang hallway, hindi makahinga! Please respond now!",others
Malakas ang lindol earlier sa school!,others
mayroong fire sa building ng dorm!,others
Car accident sa harap ng gate!,others
"flood na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel!,others
May nawawalang bata sa campus!,others
I can hear gunshots nearby!,others
Res: Nasira ang tricycle at natabunan kami ng lupa!,others
May nahimatay sa hallway!,others
"Overcrowded po ang hallway, hindi makahinga!",others
Malakas ang lindol earlier sa school!,others
mayroong fire sa building ng dorm!,others
sasakyan aksidente sa harap ng gate!,others
"flood na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel! Please respond now!,others
May nawawalang bata sa campus!,others
I can hear gunshots nearby!,others
Nasira ang tricycle at natabunan kami ng lupa!,others
May nahimatay sa hallway! Please respond now!,others
"Overcrowded po ang hallway, hindi makahinga! Please respond now!",others
Malakas ang lindol kanina sa school!,others
May sunog sa building ng dorm! Please respond now!,others
Res: sasakyan aksidente sa harap ng gate!,others
"Res: Baha na sa kalsada, hindi makalabas! Please respond now!",others
Somebody fainted outside chapel!,others
Res: mayroong nawawalang bata sa campus!,others
I can hear gunshots nearby!,others
Res: Nasira ang trike at natabunan kami ng lupa!,others
May nahimatay sa hallway! Please respond now!,others
"Overcrowded po ang hallway, hindi makahinga! Please respond now!",others
Res: Malakas ang lindol earlier sa school! Please respond now!,others
May sunog sa building ng dorm!,others
sasakyan aksidente sa harap ng gate!,others
"Res: Baha na sa kalsada, hindi makalabas! Please respond now!",others
Somebody fainted outside chapel! Please respond now!,others
May nawawalang bata sa campus!,others
I can hear gunshots nearby! Please respond now!,others
Nasira ang trike at natabunan kami ng lupa!,others
mayroong nahimatay sa hallway!,others
"Overcrowded po ang hallway, hindi makahinga!",others
Malakas ang lindol earlier sa school!,others
May sunog sa building ng dorm! Please respond now!,others
Res: sasakyan aksidente sa harap ng gate! Please respond now!,others
"flood na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel!,others
Res: May nawawalang bata sa campus!,others
Res: I can hear gunshots nearby!,others
Nasira ang trike at natabunan kami ng lupa!,others
May nahimatay sa hallway!,others
"Res: Overcrowded po ang hallway, hindi makahinga!",others
Malakas ang lindol earlier sa school!,others
Res: mayroong fire sa building ng dorm! Please respond now!,others
Car accident sa harap ng gate!,others
"Baha na sa kalsada, hindi makalabas! Please respond now!",others
Res: Somebody fainted outside chapel!,others
May nawawalang bata sa campus!,others
Res: I can hear gunshots nearby!,others
Nasira ang tricycle at natabunan kami ng lupa!,others
mayroong nahimatay sa hallway! Please respond now!,others
"Overcrowded po ang hallway, hindi makahinga!",others
Malakas ang lindol earlier sa school!,others
May sunog sa building ng dorm!,others
Car accident sa harap ng gate!,others
"Res: Baha na sa kalsada, hindi makalabas!",others
Res: Somebody fainted outside chapel! Please respond now!,others
Res: mayroong nawawalang bata sa campus! Please respond now!,others
Res: I can hear gunshots nearby!,others
Nasira ang tricycle at natabunan kami ng lupa!,others
Res: May nahimatay sa hallway! Please respond now!,others
"Overcrowded po ang hallway, hindi makahinga! Please respond now!",others
Malakas ang lindol kanina sa school!,others
mayroong fire sa building ng dorm!,others
sasakyan aksidente sa harap ng gate!,others
"flood na sa kalsada, hindi makalabas!",others
Res: Somebody fainted outside chapel!,others
May nawawalang bata sa campus!,others
I can hear gunshots nearby! Please respond now!,others
Nasira ang trike at natabunan kami ng lupa! Please respond now!,others
Res: May nahimatay sa hallway!,others
"Overcrowded po ang hallway, hindi makahinga!",others
Malakas ang lindol kanina sa school!,others
Res: May sunog sa building ng dorm!,others
sasakyan aksidente sa harap ng gate!,others
"flood na sa kalsada, hindi makalabas! Please respond now!",others
Res: Somebody fainted outside chapel!,others
mayroong nawawalang bata sa campus!,others
Res: I can hear gunshots nearby!,others
Res: Nasira ang trike at natabunan kami ng lupa!,others
May nahimatay sa hallway!,others
"Res: Overcrowded po ang hallway, hindi makahinga!",others
Res: Malakas ang lindol kanina sa school!,others
Res: mayroong fire sa building ng dorm!,others
Res: sasakyan aksidente sa harap ng gate!,others
"Baha na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel!,others
Res: May nawawalang bata sa campus!,others
I can hear gunshots nearby!,others
Nasira ang tricycle at natabunan kami ng lupa! Please respond now!,others
May nahimatay sa hallway!,others
"Overcrowded po ang hallway, hindi makahinga!",others
Malakas ang lindol earlier sa school!,others
mayroong fire sa building ng dorm!,others
Res: sasakyan aksidente sa harap ng gate!,others
"Res: Baha na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel! Please respond now!,others
May nawawalang bata sa campus!,others
Res: I can hear gunshots nearby!,others
Nasira ang tricycle at natabunan kami ng lupa! Please respond now!,others
mayroong nahimatay sa hallway! Please respond now!,others
"Overcrowded po ang hallway, hindi makahinga!",others
Malakas ang lindol kanina sa school!,others
mayroong fire sa building ng dorm!,others
Res: Car accident sa harap ng gate! Please respond now!,others
"flood na sa kalsada, hindi makalabas!",others
Somebody fainted outside chapel! Please respond now!,others
Res: May nawawalang bata sa campus!,others
I can hear gunshots nearby! Please respond now!,others
Nasira ang tricycle at natabunan kami ng lupa!,others
mayroong nahimatay sa hallway! Please respond now!,others
"May sunog sa dormitory 3rd floor, please respond!","Others"
"Amoy usok sa library area, baka may nasusunog.","Others"
"Bumaha sa canteen area, stranded mga estudyante!","Others"
"Tubig hanggang tuhod sa main gate, hindi makadaan.","Others"
"Malakas na lindol! Lumikas na mga estudyante!","Others"
"Umuuga ang buong gusali, baka mag-collapse.","Others"
"May landslide sa likod ng covered court.","Others"
"Harangan ang daan, may gumuhong lupa.","Others"
"May nahimatay sa hallway, kailangan ng nurse!","Others"
"Nahulog sa hagdan ang estudyante, duguan ulo.","Others"
"Malakas ang amoy ng gas sa science lab.","Others"
"May apoy sa likod ng cafeteria.","Others"
"Yelo at bubog nagkalat sa hallway matapos lindol.","Others"
"Nangangalit ang hangin, baka may paparating na bagyo.","Others"
"May bumagsak na puno sa parking area.","Others"
"Nawalan ng kuryente buong building B.","Others"
"May biglang sumabog sa storage room.","Others"
"Bumaha sa covered court, may na-trap na estudyante.","Others"
"Bitak-bitak ang pader ng gym matapos lindol.","Others"
"May bumagsak na kisame sa classroom.","Others"
"Malakas ang aftershock, lumabas na lahat.","Others"
"May estudyanteng hinihirapang huminga.","Others"
"Naipit ang paa ng estudyante sa pinto.","Others"
"May natapon na kemikal sa chemistry lab.","Others"
"May batang nadulas at nabalian ng braso.","Others"
"Sunog sa faculty room, makapal ang usok.","Others"
"Lubog sa baha ang main quadrangle.","Others"
"May umuusok na outlet sa computer lab.","Others"
"May estudyanteng nawalan ng malay sa kantina.","Others"
"Nabasag ang malaking bintana sa admin office.","Others"
"May bitak sa lupa sa tabi ng gate.","Others"
"May nahulog mula sa second floor balcony.","Others"
"May tumutulong tubig sa kisame ng library.","Others"
"May nahulog na ilaw sa stage.","Others"
"May malakas na amoy ng sunog sa hallway.","Others"
"Naka-kuryente ang switch sa laboratory.","Others"
"Malakas ang pagyanig sa building C.","Others"
"May apoy sa trash bin sa likod ng gym.","Others"
"May tubig na umaagos sa server room.","Others"
"Nabasag ang aquarium sa lobby, basa ang sahig.","Others"
"May estudyanteng nadapa sa hagdan.","Others"
"May kumakalat na apoy sa guard house.","Others"
"May estudyanteng sumisigaw na masakit dibdib.","Others"
"Malakas na hangin tumumba ang poste sa labas.","Others"
"May bumagsak na kisame sa faculty lounge.","Others"
"May bumubugang usok mula sa basement.","Others"
"May estudyanteng tumama ulo sa pader.","Others"
"May sirang fire extinguisher na tumutulo.","Others"
"May tumutulong kemikal sa science lab.","Others"
"May apoy sa likod ng stage sa auditorium.","Others"
"Nabasag ang salamin sa hallway, nakakalat bubog.","Others"
"May estudyanteng nadulas sa basa na sahig.","Others"
"May nalunod na pusa sa fountain.","Others"
"May sumabog na ilaw sa covered court.","Others"
"Nadulas ang isang guro sa hagdan.","Others"
"May bitak sa haligi ng building.","Others"
"May umuusok na charger sa library.","Others"
"May apoy sa canteen kitchen.","Others"
"Malakas na lindol, bagsak mga libro.","Others"
"May estudyanteng naipit kamay sa pinto.","Others"
"May tubig na bumabaha sa lobby.","Others"
"May puno na bumagsak sa kalsada.","Others"
"May natapon na langis sa floor.","Others"
"May estudyanteng hinimatay sa CR.","Others"
"May kidlat na tumama sa poste.","Others"
"May bubong na natuklap sa building D.","Others"
"May sirang tubo nagbaha sa canteen.","Others"
"May nadulas sa basa na sahig ng hallway.","Others"
"May nasusunog na papel sa classroom.","Others"
"May pader na gumuho sa likod ng gym.","Others"
"May lumulutang na kemikal sa kanal.","Others"
"May estudyanteng nahulog sa hagdan.","Others"
"May putok na tunog sa electric panel.","Others"
"May bubog sa sahig ng auditorium.","Others"
"May natapong kumukulong tubig sa kitchen.","Others"
"May tumutulong gripo sa CR, nagbabaha.","Others"
"May umuusok na cable sa admin office.","Others"
"May malaking butas sa sahig ng workshop.","Others"
"May nahulog na ilaw sa hallway.","Others"
"May sumabog na ilaw sa faculty room.","Others"
"May basang sahig sa library, nadulas estudyante.","Others"
"May umuugong na tunog sa generator.","Others"
"May malakas na amoy ng kemikal sa lab.","Others"
"May tumutulong tubig mula sa ceiling.","Others"
"May malakas na hampas ng hangin sa bintana.","Others"
"May nahulog na libro sa ulo ng estudyante.","Others"
"May sirang hagdan sa building A.","Others"
"May kumukulong kettle naiwan sa canteen.","Others"
"May malakas na tunog ng pagsabog sa labas.","Others"
"May sirang ilaw sa hallway, nag-spark.","Others"
"May nahulog na silya mula second floor.","Others"
"May pader na tumagilid sa likod ng classroom.","Others"
"May basang kuryente sa extension cord.","Others"
"May umuusok na basurahan sa likod ng CR.","Others"
"May natapon na pintura sa sahig.","Others"
"May estudyanteng nahulog sa stage.","Others"
"May apoy sa electric panel ng building B.","Others"
"May tumutulong langis sa motor ng generator.","Others"
"May malakas na lindol, basag mga bintana.","Others"
"May nalaglag na kisame sa canteen.","Others"
"May baha sa paligid ng covered court.","Others"
"May sumingaw na gas sa science lab.","Others"
May malakas na sunog sa tapat ng barangay hall, tulungan nyo kami!,Others
Fire sa third floor ng apartment sa likod ng palengke,Others
May baha sa loob ng bahay namin, tubig hanggang tuhod!,Others
Strong flood sa may bridge area, maraming sasakyan stranded!,Others
May landslide sa kalsada papuntang bayan, hindi na madaanan,Others
Bumagsak yung puno sa kalsada dahil sa malakas na hangin,Others
May chemical spill sa factory sa may highway, amoy nakakasulasok,Others
Bumagsak yung poste ng kuryente malapit sa eskwelahan,Others
Sunog sa bahay ni Mang Ramon, mabilis kumalat ang apoy,Others
May tornado sa may open field, kitang kita yung funnel cloud!,Others
Flash flood sa subdivision, maraming tao na-trap sa bubong,Others
Lumindol nang malakas, may mga bitak na sa pader ng bahay,Others
May malakas na sunog sa warehouse, sobrang init at usok,Others
Baha na sa buong kalye, di na makadaan kahit motor,Others
May landslide sa may bundok, natabunan yung maliit na bahay,Others
Pumutok yung tangke ng gas sa canteen, may mga sugatan,Others
Overheat yung makina ng bus, may usok at amoy sunog,Others
Kumakalat ang apoy sa tindahan, bilis nyo po!,Others
Malakas ang ulan, bumaha na sa ilalim ng tulay,Others
May malaking puno na natumba sa kalsada,Others
May bagyo ngayon, tinangay yung bubong ng kapitbahay,Others
Nagkaroon ng sunog sa dormitory, maraming estudyante sa loob,Others
Sobrang lakas ng hangin, nadala yung mga yero sa kabilang bahay,Others
May water leak sa malaking tangke, nagbabaha na,Others
Sunog sa palengke, nagsisimula pa lang,Others
Biglang bumagsak yung kisame ng gym,Others
May oil spill sa daungan, kumakalat sa dagat,Others
Malakas na pagsabog sa planta, maraming tao nagtakbuhan,Others
May landslide sa kalsada, natabunan yung kotse,Others
Bumagsak yung billboard sa highway,Others
Nagkaroon ng sunog sa library ng school,Others
Baha na sa barangay hall,Others
Malakas na ulan, di na makita yung kalsada,Others
May apoy sa transformer sa poste,Others
Pumutok ang gulong ng bus, may usok at apoy,Others
Malakas na lindol, gumagalaw yung kalsada,Others
Sumabog yung tangke ng LPG sa kusina,Others
May baha sa loob ng simbahan,Others
Biglang bumagsak yung puno sa playground,Others
Sunog sa kusina ng karinderya,Others
May bitak sa tulay matapos ang lindol,Others
Lumubog yung bangka sa ilog,Others
May flash flood sa ilalim ng overpass,Others
Sunog sa may warehouse ng bigas,Others
Sobrang lakas ng hangin, bumagsak yung tarpaulin sa daan,Others
Nag-collapse yung lumang building sa tabi ng kalsada,Others
Malakas na ulan, nag-overflow yung kanal,Others
Sunog sa ospital, inilikas na yung mga pasyente,Others
Baha sa covered court,Others
Bumagsak yung poste sa gitna ng kalsada,Others
May landslide malapit sa bus stop,Others
Sumabog yung generator sa likod ng mall,Others
May malakas na pagsabog sa bahay ni Mang Juan,Others
Malakas na hangin, bumagsak yung bubong ng eskwelahan,Others
May apoy sa ibabaw ng jeep,Others
Malakas ang ulan at baha sa buong subdivision,Others
May sunog sa bahay sa dulo ng kalye,Others
Bumagsak yung kisame ng opisina,Others
May langis na kumalat sa kalsada, madulas na,Others
Malakas na lindol, natumba yung mga aparador,Others
May usok galing sa abandonadong bahay,Others
May landslide sa may gilid ng bundok,Others
Malakas na ulan, bumagsak yung pader ng bakod,Others
Sunog sa maliit na tindahan ng electronics,Others
May baha sa waiting shed,Others
Bumagsak yung malaking signage sa mall entrance,Others
May chemical spill sa laboratory,Others
Malakas na hangin, tumumba yung water tank,Others
Sumabog yung tangke ng gasolina sa tricycle,Others
May apoy sa kusina ng fast food,Others
Baha sa basement parking,Others
Bumagsak yung tulay sa may ilog,Others
May landslide sa bagong bukas na daan,Others
Sunog sa malaking resort,Others
Malakas na hangin, nadala yung yero sa kabilang kalye,Others
Pumutok yung boiler sa planta,Others
May apoy sa tuktok ng building,Others
Baha sa waiting area ng terminal,Others
May apoy sa palengke,Others
Lumindol habang may bagyo,Others
May malakas na kidlat, tinamaan yung puno,Others
Sunog sa maliit na bahay sa gilid ng ilog,Others
May baha sa buong plaza,Others
Sumabog yung tangke sa likod ng bahay,Others
Bumagsak yung kisame ng simbahan,Others
May landslide sa kalsada papunta sa bayan,Others
Sunog sa may barracks ng sundalo,Others
May usok galing sa lumang bodega,Others
Malakas na ulan, nadala yung bubong,Others
May chemical leak sa malaking drum,Others
Sunog sa bakery,Others
Baha sa waiting shed ng bus stop,Others
Bumagsak yung poste ng ilaw sa park,Others
May landslide sa bukid area,Others
Malakas na hangin, tumumba yung pader ng bakod,Others
May apoy sa karinderya,Others
Bumagsak yung yero sa daan,Others
Sunog sa barangay hall,Others
May baha sa eskinita,Others
"Baha na dito sa kanto ng Rizal at Lopez, hindi na makadaan mga tao",Others
"Flooded street in front of school, cars can't move",Others
"Help --- trap --- inside burning --- house",Others
"May sunog sa third floor ng apartment, kumakalat na",Others
"Fire spreading fast sa palengke, need fire truck ASAP",Others
"Baha hanggang tuhod sa Barangay 5, please send rescue",Others
"Flood water rising mabilis sa subdivision, trapped kami sa loob",Others
"Storm wind --- broke --- windows",Others
"Malakas na ulan at landslide risk sa may bundok area",Others
"Landslide blocking road papuntang bayan",Others
"Power outage since kagabi dahil sa malakas na hangin",Others
"Brownout buong barangay after thunderstorm",Others
"Help --- water --- coming --- fast",Others
"Bumigay yung tulay sa ilog, stranded mga tao",Others
"Bridge collapsed dahil sa flash flood",Others
"May bagyo ngayon, roofs are flying sa paligid",Others
"Hangin sobrang lakas, natanggal bubong ng kapitbahay",Others
"Help --- can't --- out --- flood",Others
"Nabagsakan ng puno yung bahay sa Purok 3",Others
"Tree fell on road, di makadaan ang sasakyan",Others
"Sunog sa warehouse, may sumasabog sa loob",Others
"Warehouse fire spreading sa katabing buildings",Others
"Help --- kids --- stuck --- rooftop",Others
"Storm surge pumasok sa coastal barangay, knee deep water",Others
"Water --- rising --- fast",Others
"Landslide destroyed bahay sa gilid ng bundok",Others
"Putik at bato bumagsak sa highway",Others
"Help --- no --- way --- out",Others
"Overflown river sa Malabon area, mabilis lumalaki",Others
"Baha sa buong street, wala nang madaanan",Others
"Sunog sa bakery, mabilis kumalat dahil sa hangin",Others
"Fire --- can't --- breathe",Others
"Roof blown off by typhoon winds",Others
"Bubong ng barangay hall natangay ng malakas na hangin",Others
"Help --- trapped --- in --- room",Others
"Malakas na lindol naramdaman, may cracks sa pader",Others
"Earthquake shook building, need inspection",Others
"Flood water up to chest sa tapat ng simbahan",Others
"Flash flood sa eskinita, residents stuck",Others
"Help --- can't --- move --- water",Others
"Wind gusts uprooted trees sa plaza",Others
"Maraming natumbang puno sa kalye",Others
"Fire engulfed second floor ng bahay ni Mang Tony",Others
"Matinding ulan, nasira yung bakod ng bahay",Others
"Help --- water --- coming --- inside",Others
"Bumagsak poste ng kuryente sa gitna ng daan",Others
"Fallen electric post blocking traffic",Others
"Landslide hit 3 houses sa Purok 7",Others
"Putik bumagsak sa likod ng paaralan",Others
"Help --- stuck --- roof --- rain",Others
"Sunog sa paaralan, may mga bata sa loob",Others
"School building fire needs urgent response",Others
"Baha sa terminal, commuters stranded",Others
"Flood blocking bus station entrance",Others
"Help --- can't --- go --- outside",Others
"Malakas na ulan, baha na sa barangay hall",Others
"Typhoon winds --- broke --- gate",Others
"Storm winds knocked down signage",Others
"Help --- in --- attic --- flood",Others
"Landslide blocked barangay access road",Others
"Bato at putik nakaharang sa daan",Others
"Fire --- trapped --- second floor",Others
"Nasusunog yung tindahan sa tabi ng plaza",Others
"Store on fire sa public market",Others
"Help --- people --- trapped --- house",Others
"Bumagsak ang kisame dahil sa lindol",Others
"Ceiling collapse in barangay gym",Others
"Heavy rain causing road flood sa highway",Others
"Main street underwater dahil sa ulan",Others
"Help --- can't --- swim --- water",Others
"Strong winds blew away market stalls",Others
"Typhoon destroyed waiting shed",Others
"Help --- stuck --- basement --- flood",Others
"Fire in boarding house, mabilis kumalat",Others
"Boarding house nasusunog, residents evacuating",Others
"Flash flood took away tricycle",Others
"Tricycle swept away by water",Others
"Help --- flood --- too --- high",Others
"Bridge damaged due to heavy rain",Others
"Sirang tulay dahil sa ulan",Others
"Help --- need --- rescue --- rooftop",Others
"Sunog sa barangay covered court",Others
"Covered court burning sa tabi ng school",Others
"Help --- wind --- broke --- door",Others
"Storm ripped off bahay walls",Others
"Flooded rice fields sa probinsya",Others
"Baha sa bukid, crops destroyed",Others
"Help --- trapped --- many --- here",Others
"Fire --- can't --- get --- out",Others
"Sunog sa car repair shop",Others
"Auto shop burning near highway",Others
"Help --- rain --- inside --- house",Others
"Flood water sa sala at kusina",Others
"Help --- trapped --- in --- truck",Others
"Truck stranded sa baha",Others
"Help --- can't --- reach --- safe",Others
"Malakas na ulan, overflowing drainage",Others
"Drainage overflow causing street flood",Others
"Help --- water --- covering --- stairs",Others
"Bahay --- nasusunog --- tulong please",Others
"Flood --- sa street --- trapped family",Others
"Help --- landslide --- my house covered",Others
"May suspicious --- tao sa --- bakuran namin",Others
"Basag --- ang bintana --- kotse ko",Others
"Fire --- sa tindahan --- send bombero",Others
"Nakapasok --- tao --- sa compound",Others
"Help --- stuck --- inside burning room",Others
"Bumagsak --- poste ng kuryente --- sa kalsada",Others
"Smoke --- coming --- from warehouse",Others
"May sunog --- sa likod --- ng school",Others
"Flood --- mataas na --- hanggang tuhod",Others
"Someone --- trespassing --- sa bakod namin",Others
"Illegal --- nagtatapon ng basura --- sa ilog",Others
"Help --- my car --- submerged in water",Others
"Storm --- tore --- the roof",Others
"May sumisilip --- sa bintana --- gabi",Others
"Explosion --- narinig --- malapit sa palengke",Others
"May nagbabasag --- ng bote --- sa kanto",Others
"Help --- may usok --- sa kisame",Others
"Wind --- malakas --- nadapa ako",Others
"Fire --- kitchen --- can't get out",Others
"May nag spray --- ng graffiti --- sa pader",Others
"Flood --- trapped --- sa attic",Others
"May nakapark --- na van --- suspicious",Others
"Help --- nag crack --- ang pader",Others
"Heavy rain --- baha --- buong kalsada",Others
"May kumakalampag --- sa gate --- ng bahay",Others
"Gas leak --- amoy --- sa kusina",Others
"Help --- natabunan --- ng lupa",Others
