Text,Label
"Res: Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Res: Please hurry, they took my wallet!",robbery
Res: May holdapan sa kanto!,robbery
My phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Please hurry, sila took aking wallet!",robbery
Res: May holdapan sa kanto!,robbery
aking phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! sila are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, sila took aking wallet! Please come fast!",robbery
Res: May holdapan sa kanto!,robbery
aking phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto!,robbery
aking phone was snatched kanina! Please come fast!,robbery
"Res: Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school! Please come fast!,robbery
Res: Help! sila are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
They stole my bag sa jeep! Please come fast!,robbery
Res: Holdapin ako sa labas ng mall!,robbery
"Please hurry, they took my wallet!",robbery
May holdapan sa kanto!,robbery
aking phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! sila are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
Res: They stole my bag sa jeep! Please come fast!,robbery
Res: Holdapin ako sa labas ng mall!,robbery
"Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
Res: My phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Please hurry, they took my wallet!",robbery
Res: May holdapan sa kanto! Please come fast!,robbery
Res: aking phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep!,robbery
Res: Holdapin ako sa labas ng mall!,robbery
"Please hurry, they took my wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
My phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Res: Nakawan ako habang naglalakad papunta school!,robbery
Help! sila are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto!,robbery
My phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Res: Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
Res: They stole my bag sa jeep! Please come fast!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
Res: My phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Nakawan ako habang naglalakad papunta school! Please come fast!,robbery
Help! They are robbing me!,robbery
"Res: Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Please hurry, sila took aking wallet! Please come fast!",robbery
May holdapan sa kanto!,robbery
Res: My phone was snatched kanina!,robbery
"Res: Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
sila stole aking bag sa jeep! Please come fast!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
aking phone was snatched kanina!,robbery
"Res: Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Res: Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Please hurry, they took my wallet! Please come fast!",robbery
May holdapan sa kanto! Please come fast!,robbery
Res: My phone was snatched kanina!,robbery
"Res: Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! sila are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep! Please come fast!,robbery
Res: Holdapin ako sa labas ng mall! Please come fast!,robbery
"Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
My phone was snatched kanina!,robbery
"Res: Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school! Please come fast!,robbery
Help! They are robbing me!,robbery
"Res: Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Res: Please hurry, they took my wallet!",robbery
Res: May holdapan sa kanto!,robbery
My phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Res: Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep! Please come fast!,robbery
Holdapin ako sa labas ng mall!,robbery
"Please hurry, sila took aking wallet! Please come fast!",robbery
May holdapan sa kanto!,robbery
My phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Res: Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
Res: sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, they took my wallet!",robbery
May holdapan sa kanto!,robbery
Res: My phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school! Please come fast!,robbery
Help! They are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
sila stole aking bag sa jeep! Please come fast!,robbery
"Ninakaw yung bag ko sa jeep kanina sa may kanto.",robbery
"Help --- I --- Grab --- Phone --- Now!",robbery
"Nadukot yung cellphone ko habang nasa LRT ako.",robbery
"Snatchers along 5th Ave, tinangay ang phone ko.",robbery
"Nawala wallet ko, may kumuha habang naglalakad.",robbery
"Tinangay bag ko, sobrang bilis ng magnanakaw.",robbery
"Help me please, hinablot yung phone ko sa labas.",robbery
"Grabbed --- My --- Bag --- Please --- Help!",robbery
"May lalaking tumakbo pagkatapos kunin bag ko.",robbery
"Nanakawan po ako, nawala cellphone ko bigla.",robbery
"Snatched my bag while crossing the street.",robbery
"Na-rob ako sa kanto, tumakbo yung magnanakaw.",robbery
"Please help! Phone ko nawala, may kumuha!",robbery
"Hinablot wallet ko sa palengke, tulong po!",robbery
"Urgent --- Someone --- Take --- Wallet --- Now!",robbery
"Magnanakaw po sa tapat ng mall, nakuha phone ko.",robbery
"Tinangay yung backpack ko sa jeep kanina lang.",robbery
"My bag was stolen sa may terminal ng bus.",robbery
"May sumulpot at hinablot cellphone ko.",robbery
"Wallet stolen habang nasa grocery ako.",robbery
"Help! Grabbed my phone near school gate.",robbery
"Nadukutan po ako, wala na yung pera ko.",robbery
"May humablot ng bag ko habang papasok sa eskwela.",robbery
"Na-snatch yung cellphone ko sa labas ng bahay.",robbery
"Someone took my wallet sa jeep, please help.",robbery
"Tinangay bag ko, nakita ko tumakbo sa eskinita.",robbery
"Urgent --- Bag --- Grab --- Help!",robbery
"Cellphone stolen habang nasa tricycle ako.",robbery
"Nadukutan ako sa market, wala na wallet ko.",robbery
"Help me please! Hinablot bag ko!",robbery
"Nakawan ako sa kanto, tumakas magnanakaw.",robbery
"Bag stolen sa may waiting shed ng jeep.",robbery
"Grabbed --- My --- Wallet --- Please!",robbery
"May kumuha ng cellphone ko sa mall kanina.",robbery
"Snatcher took my phone habang nakapila.",robbery
"Na-rob po ako, cellphone tinangay.",robbery
"Urgent --- Help --- My --- Phone --- Taken!",robbery
"Hinablot bag ko habang bumababa ng jeep.",robbery
"Lost my wallet, may kumuha habang busy ako.",robbery
"Nadukutan habang nasa crowd sa plaza.",robbery
"Help! Phone grabbed in front of me.",robbery
"Magnanakaw po sa jeep, cellphone ko nawala.",robbery
"Someone stole my bag habang tumatawid ako.",robbery
"Nakawan po ako, wala na bag ko.",robbery
"Bag stolen habang nasa bus ako.",robbery
"Urgent --- Wallet --- Gone --- Help!",robbery
"Phone taken near sari-sari store.",robbery
"Nadukutan sa palengke kaninang umaga.",robbery
"Help! May kumuha ng bag ko!",robbery
"Nawala cellphone ko, ninakaw po.",robbery
"Someone grabbed my wallet sa kanto.",robbery
"Tinangay cellphone ko sa jeep.",robbery
"Magnanakaw sa kanto, tinangay bag.",robbery
"Urgent --- Help --- Grab --- Bag!",robbery
"Phone snatched habang nakatayo ako.",robbery
"Nadukutan po ako sa grocery store.",robbery
"Bag taken habang nasa terminal ako.",robbery
"Help! Bag ko nawala bigla.",robbery
"Wallet grabbed in front of church.",robbery
"May kumuha ng cellphone ko habang nasa jeep.",robbery
"Nakawan po ako sa palengke.",robbery
"Urgent --- Phone --- Gone --- Help!",robbery
"Nawala bag ko, ninakaw po.",robbery
"Cellphone stolen near bus stop.",robbery
"Nadukutan po ako sa jeep kanina.",robbery
"Help! Someone took my bag.",robbery
"Ninakawan po ako ng wallet.",robbery
"Bag stolen habang tumatawid.",robbery
"Urgent --- Grab --- Phone --- Now!",robbery
"Phone snatched habang papasok sa school.",robbery
"Magnanakaw po sa tricycle terminal.",robbery
"Tinangay bag ko sa market.",robbery
"Help! Phone taken from me.",robbery
"Wallet stolen habang nasa jeep.",robbery
"Nadukutan sa waiting shed.",robbery
"Bag grabbed in front of me.",robbery
"Nawala cellphone ko bigla.",robbery
"Urgent --- Help --- Wallet --- Gone!",robbery
"Phone taken habang naglalakad.",robbery
"Magnanakaw po sa jeepney stop.",robbery
"Bag stolen sa may plaza.",robbery
"Help! Bag ko nawala.",robbery
"Wallet grabbed near gate.",robbery
"May kumuha ng phone ko.",robbery
"Nadukutan sa loob ng jeep.",robbery
"Urgent --- Bag --- Taken --- Help!",robbery
"Cellphone snatched sa kanto.",robbery
"Nakawan po sa palengke.",robbery
"Bag grabbed sa sidewalk.",robbery
"Help! Wallet stolen.",robbery
"Phone taken sa jeep.",robbery
"Bag stolen sa mall.",robbery
"Urgent --- Grab --- Bag!",robbery
"Wallet gone sa market.",robbery
"May kumuha ng bag.",robbery
"Nadukutan po ako.",robbery
"May taong pilit binubuksan ang bintana ng jeep habang umaandar, parang magnanakaw.",robbery
"Snatcher kumuha ng cellphone ko habang naglalakad ako sa tulay.",robbery
"Lalaki pinipilit akong sumama sa kanya sa may kanto, dala pa niya bag na hindi kanya.",robbery
"Nakita kong may kinuha siyang wallet sa bulsa ng pasahero sa bus.",robbery
"May babaeng umiiyak, sinasabi ninakaw ang bag niya sa palengke.",robbery
"Bumaba ng motor tapos kinuha ang backpack ng estudyante, tapos mabilis na umalis.",robbery
"May dalawang tao nagtutulungan magnakaw ng gamit sa tricycle.",robbery
"Sumigaw yung lalaki na nawawala ang kanyang bag, may tumakbo palayo dala ito.",robbery
"Bumukas bigla ang pinto ng kotse, kinuha ang bag ng dumadaan, tapos tumakbo.",robbery
"May kumukuha ng sapatos sa labas ng bahay habang natutulog ang may-ari.",robbery
"Snatcher kinuha ang cellphone ko sa jeep, hindi ko na siya naabutan.",robbery
"Nakita kong hinablot ang kwintas ng babae habang nakatayo sa sidewalk.",robbery
"May kumuha ng kahon sa tindahan nang hindi nagbabayad at tumakbo palayo.",robbery
"Dalawang tao nag-aagawan sa bag, mukhang inagaw ito sa kalsada.",robbery
"May nakasalubong akong lalaki na biglang hinablot ang sling bag ko.",robbery
"Pasaherong babae nawalan ng wallet matapos sumakay ng jeep.",robbery
"May bata umiiyak kasi kinuha ng estranghero ang laruan niya sa park.",robbery
"Binuksan ng lalaki ang compartment ng motor sa labas ng tindahan, kinuha ang gamit.",robbery
"Nakita kong may kumukuha ng gamit sa loob ng nakaparadang kotse.",robbery
"May kumatok sa bahay at biglang pumasok para kunin ang cellphone sa mesa.",robbery
"Nagpanggap na customer sa tindahan tapos tinangay ang cash box.",robbery
"Nahuli ko sa CCTV na may kumuha ng parcel sa gate nang walang paalam.",robbery
"May tumalon sa bakod ng kapitbahay para kunin ang bisikleta.",robbery
"Nilapitan ng dalawang lalaki ang vendor at kinuha ang perang benta.",robbery
"Habang bumibili ako, may kumuha ng eco bag ko at tumakbo palayo.",robbery
"May babaeng nagsisigaw kasi nawala ang kanyang pouch sa palengke.",robbery
"Lalaki binuksan ang bintana ng jeep at kinuha ang bag sa upuan.",robbery
"Snatcher tumakbo matapos hablotin ang phone ng estudyante.",robbery
"May kumuha ng wallet sa mesa ng karinderya habang kumakain ang may-ari.",robbery
"May magnanakaw na sumiksik sa pila para kunin ang pitaka ng nasa harap.",robbery
"Nilapitan ako ng lalaki at biglang hinablot ang aking paper bag.",robbery
"Babaeng sumigaw kasi may kumuha ng pera sa kanyang bulsa.",robbery
"Habang natutulog ako sa bus, may kumuha ng cellphone ko sa bulsa.",robbery
"Nakita kong may kumuha ng alahas sa tindahan at tumakbo palayo.",robbery
"Dalawang lalaki nagtutulungan magbukas ng kotse para kunin ang bag.",robbery
"May kumuha ng backpack sa sahig ng jeep habang bumababa ang pasahero.",robbery
"Snatcher tumalon mula sa motor para kunin ang cellphone ng babae.",robbery
"Nagkunwaring magtatanong pero kinuha pala ang wallet ng vendor.",robbery
"May magnanakaw na naglakad palapit at hinila ang bag ng lalaki.",robbery
"Habang nagbabayad ako, may kumuha ng cellphone sa mesa ng cashier.",robbery
"Pasaherong babae nawalan ng bag matapos magkasiksikan sa jeep.",robbery
"May kumuha ng sapatos na nakasabit sa labas ng bahay.",robbery
"Nakita kong may magnanakaw sa ilalim ng tulay, may dala siyang bag.",robbery
"May bata umiiyak kasi ninakaw ang kanyang school bag sa plaza.",robbery
"Snatcher kumuha ng wallet mula sa bulsa ng nakatulog na pasahero.",robbery
"May magnanakaw sa palengke, kumukuha ng prutas at hindi nagbabayad.",robbery
"Dalawang lalaki nag-aagawan sa kahon ng pagkain sa kalsada.",robbery
"May kumuha ng helmet na nakasabit sa motor sa harap ng bahay.",robbery
"Nakita kong may tumalon sa bakod at kinuha ang bisikleta.",robbery
"Nagpanggap na tumutulong pero ninakaw ang bag ng babae.",robbery
"May magnanakaw na kinuha ang mga gamit sa basket ng bike.",robbery
"Snatcher biglang hinablot ang kwintas ng dumadaan na babae.",robbery
"May kumuha ng perang pangbayad sa jeep at tumakbo palayo.",robbery
"Habang nakapila ako, may kumuha ng bag sa sahig sa tabi ko.",robbery
"Nilapitan ng lalaki ang vendor at kinuha ang cellphone sa mesa.",robbery
"Pasahero nawalan ng bag matapos makipagsiksikan sa pila.",robbery
"Snatcher kumapit sa bintana ng jeep para kunin ang cellphone.",robbery
"May magnanakaw na kinuha ang pera sa kahon ng donasyon.",robbery
"Nagpanggap na mamimili pero ninakaw ang relo sa display.",robbery
"Nakita kong may magnanakaw sa gilid ng kalsada may dalang bag.",robbery
"Habang bumibili ako, may kumuha ng pitaka ko sa bulsa.",robbery
"May magnanakaw na kumukuha ng gamit sa nakaparadang tricycle.",robbery
"Snatcher hinila ang eco bag ng babae sa sidewalk.",robbery
"May kumuha ng wallet mula sa nakasabit na bag sa tricycle.",robbery
"Dalawang tao nagtutulungan magnakaw ng pagkain sa tindahan.",robbery
"Nakita kong may kumuha ng cellphone sa mesa ng park.",robbery
"Pasaherong lalaki nawalan ng wallet matapos sumakay ng jeep.",robbery
"May magnanakaw sa palengke kinuha ang pera ng vendor.",robbery
"Nagkunwaring magtatanong pero ninakaw ang pouch ng babae.",robbery
"May bata umiiyak kasi nawala ang kanyang bag sa playground.",robbery
"Nakita kong may magnanakaw ng prutas sa gilid ng tindahan.",robbery
"May kumuha ng sapatos na nasa pintuan ng bahay.",robbery
"Snatcher kumuha ng phone mula sa kamay ng estudyante.",robbery
"May magnanakaw sa kanto nag-aalok ng gamit na hindi kanya.",robbery
"Pasaherong babae nawalan ng wallet sa jeep.",robbery
"Nakita kong may magnanakaw sa gilid ng bus terminal.",robbery
"Nagpanggap na kausap pero ninakaw ang pera sa bulsa ko.",robbery
"May magnanakaw na kumuha ng bag sa loob ng jeep.",robbery
"Snatcher tumakbo matapos hablotin ang kwintas ng babae.",robbery
"May kumuha ng bag sa ilalim ng mesa sa karinderya.",robbery
"Naglakad palapit at kinuha ang wallet sa bulsa ng vendor.",robbery
"Pasahero nawalan ng cellphone matapos makipagsiksikan.",robbery
"May magnanakaw na kumuha ng relo sa display cabinet.",robbery
"Snatcher kumuha ng eco bag sa kamay ng matanda.",robbery
"May kumuha ng pera mula sa kahon sa simbahan.",robbery
"Nagkunwaring bumibili pero ninakaw ang bag ng tindera.",robbery
"May magnanakaw na kumuha ng gamit sa tricycle.",robbery
"Snatcher hinila ang bag sa balikat ng babae.",robbery
"May kumuha ng helmet sa motor sa tapat ng bahay.",robbery
"Help... na-sn---...atch bag ko sa kalsada!",robbery
"Kuya paki... tulong... cellphone ko kinuha!",robbery
"Nawala... wallet ko... lalaki naka itim... tumakbo!",robbery
"Snat--- backpack sa may tricycle stand!",robbery
"Man na naka cap bigla... grabbed phone... umalis!",robbery
"Ate... tum---... tulong... bag ko kin---",robbery
"Hinab--- ako... tin--- bag!",robbery
"Please help... may lalaking kumuha ng wallet ko!",robbery
"Grabbed... phone... sa jeep... tumalon siya!",robbery
"Snatcher... may motor... bilis!",robbery
"Hold... up... po... dala niyang patalim... bigay ko lahat!",robbery
"Nak---... takot... lalaking naka mask kumuha ng bag!",robbery
"Lalaki naka jacket... kinuha cellphone... takbo!",robbery
"May... snat--- dito sa kanto... tulong!",robbery
"Kin--- cellphone... babae sumigaw!",robbery
"Help... man snatch... phone... tumakbo sa eskinita!",robbery
"May tat--- lalaki... kinuha ang bag ng estudyante!",robbery
"Na-sn--- ang pitaka ko habang naglalakad!",robbery
"Wallet kinuha... di ko na abot!",robbery
"Hold... up... lalaki naka itim... tumakbo sa jeep!",robbery
"Sumigaw yung babae... cellphone snatch!",robbery
"May motor... kinuha bag sa likod ko!",robbery
"Man grabbed... bag... sa bus... tulong!",robbery
"Help... snatcher... sa tabi ng palengke!",robbery
"Biglang hila... bag... hindi ko na naabot!",robbery
"Nawala phone... lalaki naka helmet!",robbery
"Cellphone... kinuha... umalis bigla!",robbery
"Motor... dalawang tao... kinuha wallet!",robbery
"Snatcher... tinulak ako... dala cellphone!",robbery
"Wallet ko kinuha sa jeep... help!",robbery
"Please... snatch... nawala bag sa akin!",robbery
"Takbo... lalaki naka mask... dala pitaka!",robbery
"Kin--- cellphone... babae umiiyak!",robbery
"Biglang agaw... sa may kanto ng school!",robbery
"Help... kinuha... backpack ng estudyante!",robbery
"Snatch... tumakbo sa alley... di ko mahabol!",robbery
"May lalaking kumuha ng phone habang nagte-text!",robbery
"Na-sn--- pitaka habang bumibili!",robbery
"Hinila bag ko... tumakbo sa eskinita!",robbery
"Man in red shirt... took wallet... ran!",robbery
"Lalaki... naka hoodie... cellphone kinuha!",robbery
"Snatcher... mabilis... di ko nakita mukha!",robbery
"May motor... tumigil... kinuha bag!",robbery
"Help... lalaki kumuha ng cellphone sa bus!",robbery
"Biglang agaw ng bag habang naka upo!",robbery
"Hold... up... dala patalim... kinuha lahat!",robbery
"Kin--- bag habang papasok sa trabaho!",robbery
"Nawala phone ko... lalaki nakasakay sa motor!",robbery
"Na-sn--- bag sa jeep... tulong!",robbery
"Help... snatcher... sa harap ng tindahan!",robbery
"Snatch... cellphone... lalaki naka mask!",robbery
"Lalaki naka helmet... biglang hila ng bag!",robbery
"May agaw ng pitaka sa kanto!",robbery
"Hinab--- ako... kinuha bag!",robbery
"Snatcher... babae nadapa sa daan!",robbery
"Please help... nawala phone... tumakbo sa kanto!",robbery
"Lalaki naka cap... hinila backpack!",robbery
"Snatch... pitaka... sa loob ng jeep!",robbery
