Text,Label
"Res: Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Res: Please hurry, they took my wallet!",robbery
Res: May holdapan sa kanto!,robbery
My phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Please hurry, sila took aking wallet!",robbery
Res: May holdapan sa kanto!,robbery
aking phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! sila are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, sila took aking wallet! Please come fast!",robbery
Res: May holdapan sa kanto!,robbery
aking phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto!,robbery
aking phone was snatched kanina! Please come fast!,robbery
"Res: Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school! Please come fast!,robbery
Res: Help! sila are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
They stole my bag sa jeep! Please come fast!,robbery
Res: Holdapin ako sa labas ng mall!,robbery
"Please hurry, they took my wallet!",robbery
May holdapan sa kanto!,robbery
aking phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! sila are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
Res: They stole my bag sa jeep! Please come fast!,robbery
Res: Holdapin ako sa labas ng mall!,robbery
"Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
Res: My phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Please hurry, they took my wallet!",robbery
Res: May holdapan sa kanto! Please come fast!,robbery
Res: aking phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep!,robbery
Res: Holdapin ako sa labas ng mall!,robbery
"Please hurry, they took my wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
My phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Res: Nakawan ako habang naglalakad papunta school!,robbery
Help! sila are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto!,robbery
My phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Res: Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
Res: They stole my bag sa jeep! Please come fast!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
Res: My phone was snatched kanina!,robbery
"Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Nakawan ako habang naglalakad papunta school! Please come fast!,robbery
Help! They are robbing me!,robbery
"Res: Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Please hurry, sila took aking wallet! Please come fast!",robbery
May holdapan sa kanto!,robbery
Res: My phone was snatched kanina!,robbery
"Res: Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
sila stole aking bag sa jeep! Please come fast!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
aking phone was snatched kanina!,robbery
"Res: Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Res: Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Please hurry, they took my wallet! Please come fast!",robbery
May holdapan sa kanto! Please come fast!,robbery
Res: My phone was snatched kanina!,robbery
"Res: Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Help! sila are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep! Please come fast!,robbery
Res: Holdapin ako sa labas ng mall! Please come fast!,robbery
"Please hurry, sila took aking wallet!",robbery
May holdapan sa kanto! Please come fast!,robbery
My phone was snatched kanina!,robbery
"Res: Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school! Please come fast!,robbery
Help! They are robbing me!,robbery
"Res: Nanakawan po ako, pera at phone nila kinuha! Please come fast!",robbery
They stole my bag sa jeep!,robbery
Holdapin ako sa labas ng mall! Please come fast!,robbery
"Res: Please hurry, they took my wallet!",robbery
Res: May holdapan sa kanto!,robbery
My phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko! Please come fast!",robbery
Res: Nakawan ako habang naglalakad papunta school!,robbery
Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
They stole my bag sa jeep! Please come fast!,robbery
Holdapin ako sa labas ng mall!,robbery
"Please hurry, sila took aking wallet! Please come fast!",robbery
May holdapan sa kanto!,robbery
My phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school!,robbery
Res: Help! They are robbing me!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
Res: sila stole aking bag sa jeep!,robbery
Holdapin ako sa labas ng mall!,robbery
"Res: Please hurry, they took my wallet!",robbery
May holdapan sa kanto!,robbery
Res: My phone was snatched kanina! Please come fast!,robbery
"Sir, suhol nila lahat ng gamit ko!",robbery
Nakawan ako habang naglalakad papunta school! Please come fast!,robbery
Help! They are robbing me! Please come fast!,robbery
"Nanakawan po ako, pera at phone nila kinuha!",robbery
sila stole aking bag sa jeep! Please come fast!,robbery
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: sila punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
Res: May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
Res: May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Res: Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building! Please come fast!,assault
sila punched me sa rally!,assault
"Help, may isang tao hit me with a stick! Please come fast!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
Res: May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Res: Nasapak po ako kanina! Please come fast!,assault
Res: Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
They punched me sa rally! Please come fast!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
Res: They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally! Please come fast!,assault
"Help, may isang tao hit me with a stick! Please come fast!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
Res: May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason! Please come fast!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: sila punched me sa rally!,assault
"Help, someone hit me with a stick! Please come fast!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Res: Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building! Please come fast!,assault
Res: sila punched me sa rally! Please come fast!,assault
"Res: Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
Res: They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building! Please come fast!,assault
Res: sila punched me sa rally! Please come fast!,assault
"Help, may isang tao hit me with a stick! Please come fast!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
Res: May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Res: Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Res: Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Res: Help, may isang tao hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin!,assault
Res: Sinaksak ako outside building!,assault
Res: sila punched me sa rally!,assault
"Res: Help, may isang tao hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
They punched me sa rally! Please come fast!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
Res: May sumapak sa akin sa kalsada!,assault
Res: sila slapped me for no reason!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building! Please come fast!,assault
Res: sila punched me sa rally!,assault
"Help, may isang tao hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Res: Sinaksak ako outside building!,assault
They punched me sa rally!,assault
"Res: Help, may isang tao hit me with a stick! Please come fast!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason! Please come fast!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Res: Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
sila slapped me for no reason!,assault
Res: Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Res: Sinaksak ako outside building! Please come fast!,assault
sila punched me sa rally!,assault
"Res: Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
They punched me sa rally! Please come fast!,assault
"Help, someone hit me with a stick! Please come fast!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason! Please come fast!,assault
Res: Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
Res: May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building! Please come fast!,assault
sila punched me sa rally!,assault
"Res: Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Res: Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Res: Help, may isang tao hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
They slapped me for no reason!,assault
Res: Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building! Please come fast!,assault
Res: They punched me sa rally!,assault
"Help, may isang tao hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally! Please come fast!,assault
"Help, may isang tao hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally!,assault
"Help, may isang tao hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason! Please come fast!,assault
Res: Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin!,assault
Res: Sinaksak ako outside building! Please come fast!,assault
They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
Res: sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, someone hit me with a stick! Please come fast!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada!,assault
Res: sila slapped me for no reason! Please come fast!,assault
Nasapak po ako kanina! Please come fast!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin!,assault
Res: Sinaksak ako outside building!,assault
Res: sila punched me sa rally! Please come fast!,assault
"Res: Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason! Please come fast!,assault
Res: Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building!,assault
They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
sila punched me sa rally!,assault
"Help, may isang tao hit me with a stick! Please come fast!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
sila slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Res: Nabaril ako sa paa!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: sila punched me sa rally!,assault
"Help, may isang tao hit me with a stick! Please come fast!",assault
"Res: Pinagbugbog nila ako, takot na takot ako!",assault
May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Res: Nasapak po ako kanina!,assault
Nabaril ako sa paa!,assault
May nanaksak sa akin!,assault
Res: Sinaksak ako outside building!,assault
sila punched me sa rally! Please come fast!,assault
"Help, may isang tao hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako!",assault
Res: May sumapak sa akin sa kalsada! Please come fast!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building! Please come fast!,assault
They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
Res: May sumapak sa akin sa kalsada!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin! Please come fast!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally!,assault
"Help, someone hit me with a stick!",assault
"Res: Pinagbugbog nila ako, takot na takot ako! Please come fast!",assault
May sumapak sa akin sa kalsada! Please come fast!,assault
They slapped me for no reason!,assault
Nasapak po ako kanina!,assault
Nabaril ako sa paa! Please come fast!,assault
Res: May nanaksak sa akin!,assault
Sinaksak ako outside building!,assault
Res: They punched me sa rally!,assault
Res: may isang tao keeps following me!,harassment
May nangingialam sa personal ko!,harassment
Res: He keeps texting dirty messages!,harassment
May taong inaasar ako palagi!,harassment
They touched me without consent!,harassment
Sinakal nila ako habang naglalakad!,harassment
"Res: Nakakaba, sila are staring and whistling at me!",harassment
This person won't stop harassing me!,harassment
Pinapapel na nila ako sa school!,harassment
may isang tao keeps following me!,harassment
May nangingialam sa personal ko!,harassment
He keeps texting dirty messages! Please come fast!,harassment
May taong inaasar ako palagi! Please come fast!,harassment
They touched me without consent!,harassment
Sinakal nila ako habang naglalakad!,harassment
"Res: Nakakaba, sila are staring and whistling at me! Please come fast!",harassment
This person won't stop harassing me!,harassment
Res: Pinapapel na nila ako sa school! Please come fast!,harassment
Someone keeps following me!,harassment
May nangingialam sa personal ko! Please come fast!,harassment
He keeps texting dirty messages!,harassment
May taong inaasar ako palagi! Please come fast!,harassment
They touched me without consent!,harassment
Sinakal nila ako habang naglalakad!,harassment
"Nakakaba, sila are staring and whistling at me!",harassment
This person won't stop harassing me! Please come fast!,harassment
Pinapapel na nila ako sa school!,harassment
Someone keeps following me!,harassment
Res: May nangingialam sa personal ko!,harassment
Res: He keeps texting dirty messages!,harassment
May taong inaasar ako palagi! Please come fast!,harassment
Res: sila touched me without consent! Please come fast!,harassment
Res: Sinakal nila ako habang naglalakad!,harassment
"Nakakaba, they are staring and whistling at me!",harassment
This person won't stop harassing me!,harassment
Pinapapel na nila ako sa school!,harassment
may isang tao keeps following me! Please come fast!,harassment
May nangingialam sa personal ko!,harassment
Res: He keeps texting dirty messages!,harassment
May taong inaasar ako palagi! Please come fast!,harassment
They touched me without consent!,harassment
Res: Sinakal nila ako habang naglalakad!,harassment
"Nakakaba, they are staring and whistling at me! Please come fast!",harassment
This person won't stop harassing me! Please come fast!,harassment
Res: Pinapapel na nila ako sa school!,harassment
Someone keeps following me!,harassment
May nangingialam sa personal ko!,harassment
He keeps texting dirty messages! Please come fast!,harassment
May taong inaasar ako palagi!,harassment
Res: They touched me without consent!,harassment
Sinakal nila ako habang naglalakad!,harassment
"Res: Nakakaba, they are staring and whistling at me!",harassment
Res: This person won't stop harassing me! Please come fast!,harassment
